Numero de Documento,Expediente,Placa,Vigencia,Nombre Completo,SADE,Valor Embargo,Fecha Generacion MP
1000000663,076-2013-000663,AZN663,2013,FABIO MAURICIO RESTREPO PALACIOS,SADE-0000663,9300000,2013-08-26
1000000664,076-2014-000664,AZO664,2014,ALEJANDRO JUAN BUITRAGO CASTRO,SADE-0000664,11700000,2014-03-08
1000000665,076-2008-000665,AZP665,2008,VALENTINA YOLANDA PENA MORALES,SADE-0000665,5200000,2008-03-12
1000000666,076-2016-000666,AZQ666,2016,SANDRA FABIO QUINTERO CORREA,SADE-0000666,3400000,2016-08-22
1000000667,076-2014-000667,AZR667,2014,ANDRES MONICA ROJAS JIMENEZ,SADE-0000667,11000000,2014-01-08
1000000668,076-2007-000668,AZS668,2007,DIEGO FERNANDO ROJAS JIMENEZ,SADE-0000668,3900000,2007-11-17
1000000669,076-2007-000669,AZT669,2007,FERNANDO CLAUDIA DIAZ JIMENEZ,SADE-0000669,7100000,2007-03-17
1000000670,076-2013-000670,AZU670,2013,ALEJANDRO FERNANDO LOPEZ MEDINA,SADE-0000670,2600000,2013-04-15
1000000671,076-2016-000671,AZV671,2016,ANDRES ANDRES JIMENEZ RIOS,SADE-0000671,11000000,2016-10-05
1000000672,076-2019-000672,AZW672,2019,PATRICIA GLORIA AGUILAR BUITRAGO,SADE-0000672,7200000,2019-03-24
1000000673,076-2017-000673,AZX673,2017,NUBIA SOFIA REYES ROJAS,SADE-0000673,2200000,2017-04-13
1000000674,076-2013-000674,AZY674,2013,DIEGO PEDRO LOPEZ VARGAS,SADE-0000674,13800000,2013-09-22
1000000675,076-2013-000675,AZZ675,2013,CLAUDIA ALEJANDRO HERRERA SUAREZ,SADE-0000675,12600000,2013-10-20
1000000676,076-2007-000676,BAA676,2007,ESPERANZA VALENTINA MARTINEZ RAMIREZ,SADE-0000676,12800000,2007-11-05
1000000677,076-2021-000677,BAB677,2021,ALEJANDRO ESPERANZA GOMEZ BERMUDEZ,SADE-0000677,13800000,2021-07-12
1000000678,076-2020-000678,BAC678,2020,CARLOS MAURICIO BERMUDEZ RIOS,SADE-0000678,12800000,2020-07-12
1000000679,076-2016-000679,BAD679,2016,FERNANDO PEDRO BERMUDEZ CASTRO,SADE-0000679,7000000,2016-08-25
1000000680,076-2010-000680,BAE680,2010,ANA OSCAR REYES ROMERO,SADE-0000680,10900000,2010-05-07
1000000681,076-2007-000681,BAF681,2007,JUAN FERNANDO SANCHEZ MARTINEZ,SADE-0000681,13800000,2007-01-13
1000000682,076-2017-000682,BAG682,2017,MONICA GERMAN QUINTERO SALAZAR,SADE-0000682,3200000,2017-03-14
1000000683,076-2017-000683,BAH683,2017,PATRICIA WILLIAM ORTIZ ROMERO,SADE-0000683,11300000,2017-10-12
1000000684,076-2016-000684,BAI684,2016,YOLANDA PAOLA PENA QUINTERO,SADE-0000684,14600000,2016-09-16
1000000685,076-2009-000685,BAJ685,2009,BEATRIZ ALEXANDRA MORENO CUELLAR,SADE-0000685,6900000,2009-05-19
1000000686,076-2012-000686,BAK686,2012,PAOLA DIEGO MARTINEZ RIOS,SADE-0000686,11900000,2012-12-06
1000000687,076-2008-000687,BAL687,2008,MONICA VALENTINA RESTREPO CORREA,SADE-0000687,14500000,2008-10-23
1000000688,076-2017-000688,BAM688,2017,LUISA HERNANDO MONTOYA GOMEZ,SADE-0000688,2800000,2017-03-16
1000000689,076-2021-000689,BAN689,2021,ALEJANDRO DIANA RAMIREZ TORRES,SADE-0000689,7200000,2021-04-12
1000000690,076-2008-000690,BAO690,2008,ALEJANDRO CARLOS MONTOYA RESTREPO,SADE-0000690,13800000,2008-05-23
1000000691,076-2016-000691,BAP691,2016,LUISA GLORIA GAVIRIA PRADA,SADE-0000691,700000,2016-04-28
1000000692,076-2017-000692,BAQ692,2017,MAURICIO OSCAR VARGAS RUIZ,SADE-0000692,13500000,2017-09-23
1000000693,076-2010-000693,BAR693,2010,CATALINA HERNANDO RUIZ SALAZAR,SADE-0000693,6600000,2010-11-01
1000000694,076-2009-000694,BAS694,2009,ANA YOLANDA RESTREPO PALACIOS,SADE-0000694,10600000,2009-07-19
1000000695,076-2010-000695,BAT695,2010,MAURICIO JUAN TORRES RAMIREZ,SADE-0000695,14500000,2010-05-24
1000000696,076-2020-000696,BAU696,2020,ALEXANDRA PATRICIA PALACIOS PALACIOS,SADE-0000696,7500000,2020-04-20
1000000697,076-2010-000697,BAV697,2010,SOFIA PAOLA CASTILLO GOMEZ,SADE-0000697,7100000,2010-03-14
1000000698,076-2015-000698,BAW698,2015,PEDRO ALEXANDRA TORRES BUITRAGO,SADE-0000698,8000000,2015-06-04
1000000699,076-2019-000699,BAX699,2019,VALENTINA WILLIAM ROMERO CASTILLO,SADE-0000699,6900000,2019-12-15
1000000700,076-2013-000700,BAY700,2013,FERNANDO ANDRES ACOSTA CORREA,SADE-0000700,12200000,2013-11-15
1000000701,076-2021-000701,BAZ701,2021,PATRICIA MARIA CUELLAR MARTINEZ,SADE-0000701,7100000,2021-02-13
1000000702,076-2017-000702,BBA702,2017,FABIO FABIO GUTIERREZ QUINTERO,SADE-0000702,9500000,2017-09-18
1000000703,076-2007-000703,BBB703,2007,WILLIAM LILIANA MEDINA RAMIREZ,SADE-0000703,10700000,2007-11-24
1000000704,076-2020-000704,BBC704,2020,NUBIA JORGE MORENO SUAREZ,SADE-0000704,12600000,2020-06-12
1000000705,076-2010-000705,BBD705,2010,FERNANDO YOLANDA SUAREZ VARGAS,SADE-0000705,13200000,2010-12-07
1000000706,076-2010-000706,BBE706,2010,LILIANA WILLIAM PENA RIOS,SADE-0000706,5600000,2010-04-27
1000000707,076-2016-000707,BBF707,2016,RODRIGO CLAUDIA HERRERA MARTINEZ,SADE-0000707,2500000,2016-11-22
1000000708,076-2014-000708,BBG708,2014,CATALINA JUAN ROMERO RUIZ,SADE-0000708,12800000,2014-06-20
1000000709,076-2012-000709,BBH709,2012,FELIPE FERNANDO NAVARRO GAVIRIA,SADE-0000709,5100000,2012-09-09
1000000710,076-2013-000710,BBI710,2013,FABIO FERNANDO CASTRO DIAZ,SADE-0000710,13900000,2013-07-16
1000000711,076-2015-000711,BBJ711,2015,CARLOS VALENTINA PALACIOS RESTREPO,SADE-0000711,4900000,2015-08-04
1000000712,076-2018-000712,BBK712,2018,MAURICIO SOFIA GUTIERREZ GOMEZ,SADE-0000712,800000,2018-11-07
1000000713,076-2013-000713,BBL713,2013,PATRICIA PEDRO GUTIERREZ SALAZAR,SADE-0000713,7100000,2013-03-18
1000000714,076-2011-000714,BBM714,2011,LILIANA YOLANDA CUELLAR AGUILAR,SADE-0000714,9200000,2011-06-06
1000000715,076-2014-000715,BBN715,2014,DIANA MONICA QUINTERO SALAZAR,SADE-0000715,9800000,2014-07-09
1000000716,076-2014-000716,BBO716,2014,GLORIA FERNANDO CASTRO CASTILLO,SADE-0000716,6300000,2014-02-24
1000000717,076-2011-000717,BBP717,2011,LILIANA ALEXANDRA BERMUDEZ MONTOYA,SADE-0000717,5500000,2011-03-26
1000000718,076-2018-000718,BBQ718,2018,CLAUDIA ANDRES GOMEZ SUAREZ,SADE-0000718,11200000,2018-08-05
1000000719,076-2021-000719,BBR719,2021,MAURICIO ESPERANZA GUTIERREZ GAVIRIA,SADE-0000719,8100000,2021-05-18
1000000720,076-2020-000720,BBS720,2020,FERNANDO LUISA RESTREPO HERRERA,SADE-0000720,4600000,2020-01-07
1000000721,076-2020-000721,BBT721,2020,WILLIAM ANDRES HERRERA PRADA,SADE-0000721,9000000,2020-05-12
1000000722,076-2012-000722,BBU722,2012,ALEXANDRA ALEXANDRA ORTIZ PALACIOS,SADE-0000722,1000000,2012-07-04
1000000723,076-2012-000723,BBV723,2012,ALEJANDRO RICARDO CASTILLO CASTILLO,SADE-0000723,14200000,2012-03-25
1000000724,076-2011-000724,BBW724,2011,RODRIGO GERMAN BUITRAGO GAVIRIA,SADE-0000724,11900000,2011-02-13
1000000725,076-2016-000725,BBX725,2016,OSCAR SOFIA MORALES JIMENEZ,SADE-0000725,9100000,2016-07-21
1000000726,076-2016-000726,BBY726,2016,FERNANDO PAOLA TORRES RAMIREZ,SADE-0000726,4600000,2016-06-08
1000000727,076-2012-000727,BBZ727,2012,GERMAN OSCAR NAVARRO REYES,SADE-0000727,10600000,2012-05-15
1000000728,076-2019-000728,BCA728,2019,BEATRIZ PATRICIA SANCHEZ PRADA,SADE-0000728,11000000,2019-03-06
1000000729,076-2020-000729,BCB729,2020,MARIA DIEGO ACOSTA ORTIZ,SADE-0000729,2500000,2020-04-06
1000000730,076-2013-000730,BCC730,2013,PEDRO PEDRO TORRES CUELLAR,SADE-0000730,14500000,2013-01-01
1000000731,076-2019-000731,BCD731,2019,PAOLA MAURICIO RAMIREZ HERRERA,SADE-0000731,7200000,2019-10-05
1000000732,076-2008-000732,BCE732,2008,ALVARO ADRIANA RIOS ACOSTA,SADE-0000732,7700000,2008-08-21
1000000733,076-2009-000733,BCF733,2009,DIEGO MAURICIO JIMENEZ LOPEZ,SADE-0000733,1300000,2009-11-12
1000000734,076-2020-000734,BCG734,2020,GERMAN ANDRES BELTRAN ROMERO,SADE-0000734,7400000,2020-09-15
1000000735,076-2009-000735,BCH735,2009,ESPERANZA GLORIA ROJAS REYES,SADE-0000735,12100000,2009-11-24
1000000736,076-2017-000736,BCI736,2017,FERNANDO DIANA SANCHEZ ROMERO,SADE-0000736,8400000,2017-06-16
1000000737,076-2015-000737,BCJ737,2015,FABIO ANA PRADA CARDENAS,SADE-0000737,9800000,2015-07-09
1000000738,076-2009-000738,BCK738,2009,ADRIANA JUAN GOMEZ SANCHEZ,SADE-0000738,3900000,2009-06-10
1000000739,076-2014-000739,BCL739,2014,ESPERANZA JUAN GAVIRIA CUELLAR,SADE-0000739,8100000,2014-01-25
1000000740,076-2013-000740,BCM740,2013,OSCAR ALEJANDRO RIOS GOMEZ,SADE-0000740,14500000,2013-06-07
1000000741,076-2013-000741,BCN741,2013,ALEXANDRA DIANA RESTREPO ACOSTA,SADE-0000741,4600000,2013-12-24
1000000742,076-2017-000742,BCO742,2017,ALVARO ALVARO RIOS ORTIZ,SADE-0000742,2500000,2017-07-21
1000000743,076-2010-000743,BCP743,2010,MAURICIO CATALINA NAVARRO MEDINA,SADE-0000743,14100000,2010-05-14
1000000744,076-2010-000744,BCQ744,2010,JORGE GLORIA CASTRO MEDINA,SADE-0000744,3300000,2010-11-15
1000000745,076-2016-000745,BCR745,2016,JULIAN YOLANDA AGUILAR GAVIRIA,SADE-0000745,5300000,2016-06-01
1000000746,076-2009-000746,BCS746,2009,LUISA ESPERANZA LOPEZ SUAREZ,SADE-0000746,3100000,2009-05-09
1000000747,076-2009-000747,BCT747,2009,JULIAN JUAN RIOS RAMIREZ,SADE-0000747,4300000,2009-01-16
1000000748,076-2010-000748,BCU748,2010,NUBIA CAMILO CARDENAS GAVIRIA,SADE-0000748,10000000,2010-08-23
1000000749,076-2019-000749,BCV749,2019,CARLOS NUBIA RAMIREZ MORALES,SADE-0000749,1900000,2019-05-25
1000000750,076-2013-000750,BCW750,2013,JORGE ESPERANZA CUELLAR SUAREZ,SADE-0000750,5400000,2013-05-27
1000000751,076-2013-000751,BCX751,2013,JUAN SANDRA ACOSTA MONTOYA,SADE-0000751,11800000,2013-04-24
1000000752,076-2007-000752,BCY752,2007,RICARDO SOFIA HERRERA SANCHEZ,SADE-0000752,5800000,2007-08-13
1000000753,076-2017-000753,BCZ753,2017,ADRIANA GERMAN JIMENEZ RUIZ,SADE-0000753,14500000,2017-09-04
1000000754,076-2011-000754,BDA754,2011,ANDRES ADRIANA VARGAS SALAZAR,SADE-0000754,1800000,2011-11-07
1000000755,076-2008-000755,BDB755,2008,LILIANA DIANA GUTIERREZ GOMEZ,SADE-0000755,4700000,2008-05-19
1000000756,076-2008-000756,BDC756,2008,PAOLA LILIANA GOMEZ RUIZ,SADE-0000756,12600000,2008-12-20
1000000757,076-2009-000757,BDD757,2009,BEATRIZ ANA ACOSTA JIMENEZ,SADE-0000757,13200000,2009-02-22
1000000758,076-2016-000758,BDE758,2016,NUBIA LUISA DIAZ PALACIOS,SADE-0000758,4400000,2016-12-18
1000000759,076-2019-000759,BDF759,2019,PEDRO DIEGO GAVIRIA RIOS,SADE-0000759,8600000,2019-09-26
1000000760,076-2017-000760,BDG760,2017,RODRIGO JULIAN VARGAS LOPEZ,SADE-0000760,10100000,2017-06-24
1000000761,076-2009-000761,BDH761,2009,WILLIAM CARLOS GAVIRIA PRADA,SADE-0000761,14800000,2009-05-18
1000000762,076-2018-000762,BDI762,2018,FELIPE RICARDO CASTILLO SUAREZ,SADE-0000762,14400000,2018-06-11
1000000763,076-2018-000763,BDJ763,2018,SOFIA YOLANDA REYES MORENO,SADE-0000763,4600000,2018-02-17
1000000764,076-2009-000764,BDK764,2009,JULIAN OSCAR ORTIZ ROMERO,SADE-0000764,9800000,2009-08-01
1000000765,076-2019-000765,BDL765,2019,VALENTINA ALVARO SUAREZ LOPEZ,SADE-0000765,9800000,2019-10-08
1000000766,076-2012-000766,BDM766,2012,JORGE ESPERANZA MONTOYA VARGAS,SADE-0000766,13900000,2012-11-16
1000000767,076-2019-000767,BDN767,2019,ALEXANDRA CLAUDIA AGUILAR MEDINA,SADE-0000767,8700000,2019-07-21
1000000768,076-2012-000768,BDO768,2012,SANDRA PEDRO SANCHEZ TORRES,SADE-0000768,1600000,2012-03-06
1000000769,076-2020-000769,BDP769,2020,CARLOS RICARDO HERRERA GAVIRIA,SADE-0000769,5400000,2020-02-02
1000000770,076-2016-000770,BDQ770,2016,ALVARO FELIPE SANCHEZ AGUILAR,SADE-0000770,7000000,2016-01-12
1000000771,076-2010-000771,BDR771,2010,ALEJANDRO JORGE GOMEZ PENA,SADE-0000771,13000000,2010-02-15
1000000772,076-2019-000772,BDS772,2019,LUISA BEATRIZ MORENO QUINTERO,SADE-0000772,9900000,2019-12-02
1000000773,076-2020-000773,BDT773,2020,CATALINA YOLANDA SANCHEZ RUIZ,SADE-0000773,2300000,2020-05-03
1000000774,076-2010-000774,BDU774,2010,MAURICIO PEDRO HERRERA RIOS,SADE-0000774,14100000,2010-07-07
1000000775,076-2010-000775,BDV775,2010,MAURICIO LILIANA CASTILLO SUAREZ,SADE-0000775,14700000,2010-12-18
1000000776,076-2013-000776,BDW776,2013,PEDRO FERNANDO PALACIOS BELTRAN,SADE-0000776,11400000,2013-02-06
1000000777,076-2019-000777,BDX777,2019,GLORIA ALEXANDRA RESTREPO BUITRAGO,SADE-0000777,9100000,2019-11-06
1000000778,076-2015-000778,BDY778,2015,ALEJANDRO JULIAN PALACIOS GUTIERREZ,SADE-0000778,14500000,2015-06-28
1000000779,076-2012-000779,BDZ779,2012,CAMILO DIANA GUTIERREZ REYES,SADE-0000779,6600000,2012-10-18
1000000780,076-2010-000780,BEA780,2010,ALVARO ALEXANDRA ORTIZ SALAZAR,SADE-0000780,12000000,2010-08-13
1000000781,076-2007-000781,BEB781,2007,CARLOS OSCAR REYES LOPEZ,SADE-0000781,13700000,2007-03-10
1000000782,076-2007-000782,BEC782,2007,ADRIANA FABIO PENA GUTIERREZ,SADE-0000782,1000000,2007-12-27
1000000783,076-2011-000783,BED783,2011,ALEXANDRA VALENTINA MORENO CASTILLO,SADE-0000783,4400000,2011-02-02
1000000784,076-2014-000784,BEE784,2014,RODRIGO CLAUDIA CASTRO ORTIZ,SADE-0000784,9800000,2014-10-08
1000000785,076-2010-000785,BEF785,2010,WILLIAM ADRIANA RAMIREZ CASTILLO,SADE-0000785,10700000,2010-10-07
1000000786,076-2018-000786,BEG786,2018,JORGE GERMAN CUELLAR SUAREZ,SADE-0000786,12900000,2018-12-23
1000000787,076-2016-000787,BEH787,2016,PEDRO ALEJANDRO CARDENAS RUIZ,SADE-0000787,10200000,2016-02-25
1000000788,076-2007-000788,BEI788,2007,NUBIA RODRIGO BERMUDEZ QUINTERO,SADE-0000788,3500000,2007-04-24
1000000789,076-2017-000789,BEJ789,2017,ALEJANDRO JUAN MONTOYA DIAZ,SADE-0000789,8300000,2017-09-02
1000000790,076-2012-000790,BEK790,2012,ESPERANZA FERNANDO MORALES GUTIERREZ,SADE-0000790,13300000,2012-12-08
1000000791,076-2009-000791,BEL791,2009,LUISA PAOLA PRADA REYES,SADE-0000791,13400000,2009-02-08
1000000792,076-2013-000792,BEM792,2013,OSCAR PAOLA MORALES CASTRO,SADE-0000792,9100000,2013-02-16
1000000793,076-2016-000793,BEN793,2016,LUISA ALEXANDRA RESTREPO ORTIZ,SADE-0000793,2600000,2016-07-17
1000000794,076-2013-000794,BEO794,2013,DIEGO DIEGO CUELLAR MORENO,SADE-0000794,5500000,2013-08-13
1000000795,076-2017-000795,BEP795,2017,FERNANDO RICARDO MORENO AGUILAR,SADE-0000795,13900000,2017-04-08
1000000796,076-2008-000796,BEQ796,2008,YOLANDA DIANA GUTIERREZ CASTILLO,SADE-0000796,2700000,2008-02-22
1000000797,076-2013-000797,BER797,2013,DIANA BEATRIZ PALACIOS VARGAS,SADE-0000797,8700000,2013-06-20
1000000798,076-2017-000798,BES798,2017,MARIA ADRIANA JIMENEZ PALACIOS,SADE-0000798,11800000,2017-10-05
1000000799,076-2014-000799,BET799,2014,CARLOS FABIO VARGAS SALAZAR,SADE-0000799,4400000,2014-12-28
1000000800,076-2008-000800,BEU800,2008,SANDRA LUISA ACOSTA AGUILAR,SADE-0000800,4200000,2008-05-01
1000000801,076-2012-000801,BEV801,2012,SANDRA ADRIANA PRADA CUELLAR,SADE-0000801,1000000,2012-06-07
1000000802,076-2018-000802,BEW802,2018,ESPERANZA MONICA PENA ROMERO,SADE-0000802,13800000,2018-05-18
1000000803,076-2014-000803,BEX803,2014,CATALINA CLAUDIA LOPEZ MONTOYA,SADE-0000803,13900000,2014-01-09
1000000804,076-2009-000804,BEY804,2009,LUISA OSCAR VARGAS AGUILAR,SADE-0000804,7400000,2009-01-15
1000000805,076-2017-000805,BEZ805,2017,JUAN JORGE MONTOYA NAVARRO,SADE-0000805,9700000,2017-02-01
1000000806,076-2011-000806,BFA806,2011,ALVARO FABIO MONTOYA BUITRAGO,SADE-0000806,3000000,2011-06-16
1000000807,076-2020-000807,BFB807,2020,ALEJANDRO ESPERANZA RAMIREZ SUAREZ,SADE-0000807,5500000,2020-09-15
1000000808,076-2015-000808,BFC808,2015,MARIA CARLOS ACOSTA SANCHEZ,SADE-0000808,8300000,2015-06-16
1000000809,076-2013-000809,BFD809,2013,HERNANDO MARIA PALACIOS PALACIOS,SADE-0000809,9500000,2013-11-10
1000000810,076-2010-000810,BFE810,2010,VALENTINA YOLANDA DIAZ ORTIZ,SADE-0000810,10400000,2010-01-18
1000000811,076-2011-000811,BFF811,2011,FABIO CLAUDIA CORREA RESTREPO,SADE-0000811,4000000,2011-02-24
1000000812,076-2013-000812,BFG812,2013,MAURICIO CATALINA RIOS QUINTERO,SADE-0000812,6600000,2013-10-05
1000000813,076-2013-000813,BFH813,2013,ADRIANA ALEJANDRO CORREA PRADA,SADE-0000813,14300000,2013-03-07
1000000814,076-2017-000814,BFI814,2017,DIEGO PATRICIA ROMERO VARGAS,SADE-0000814,4000000,2017-05-23
1000000815,076-2018-000815,BFJ815,2018,MAURICIO DIEGO BERMUDEZ MORALES,SADE-0000815,14900000,2018-03-11
1000000816,076-2008-000816,BFK816,2008,ALEXANDRA ESPERANZA MARTINEZ SUAREZ,SADE-0000816,8600000,2008-03-24
1000000817,076-2007-000817,BFL817,2007,GERMAN CAMILO QUINTERO CARDENAS,SADE-0000817,11800000,2007-12-27
1000000818,076-2021-000818,BFM818,2021,YOLANDA CLAUDIA VARGAS HERRERA,SADE-0000818,3800000,2021-03-01
1000000819,076-2019-000819,BFN819,2019,CATALINA CATALINA NAVARRO REYES,SADE-0000819,6400000,2019-10-08
1000000820,076-2010-000820,BFO820,2010,MARIA RODRIGO RAMIREZ CUELLAR,SADE-0000820,3900000,2010-09-28
1000000821,076-2016-000821,BFP821,2016,ANDRES BEATRIZ SUAREZ MONTOYA,SADE-0000821,13000000,2016-08-05
1000000822,076-2009-000822,BFQ822,2009,RICARDO FABIO RUIZ QUINTERO,SADE-0000822,800000,2009-05-14
1000000823,076-2010-000823,BFR823,2010,RICARDO MONICA TORRES SUAREZ,SADE-0000823,11700000,2010-10-16
1000000824,076-2018-000824,BFS824,2018,GERMAN SOFIA ACOSTA BERMUDEZ,SADE-0000824,10800000,2018-01-20
1000000825,076-2018-000825,BFT825,2018,ALVARO GERMAN RESTREPO AGUILAR,SADE-0000825,14200000,2018-09-21
1000000826,076-2021-000826,BFU826,2021,CARLOS MAURICIO HERRERA PRADA,SADE-0000826,12100000,2021-01-08
1000000827,076-2015-000827,BFV827,2015,ESPERANZA PAOLA RUIZ MORENO,SADE-0000827,10400000,2015-09-25
1000000828,076-2017-000828,BFW828,2017,LUISA RICARDO MEDINA PRADA,SADE-0000828,10600000,2017-05-25
1000000829,076-2020-000829,BFX829,2020,OSCAR SOFIA JIMENEZ BERMUDEZ,SADE-0000829,8000000,2020-10-02
1000000830,076-2018-000830,BFY830,2018,MAURICIO CLAUDIA BELTRAN PRADA,SADE-0000830,2800000,2018-12-17
1000000831,076-2008-000831,BFZ831,2008,GLORIA PATRICIA ROMERO CASTRO,SADE-0000831,10500000,2008-07-11
1000000832,076-2014-000832,BGA832,2014,MARIA GLORIA BELTRAN ROJAS,SADE-0000832,5600000,2014-08-03
1000000833,076-2011-000833,BGB833,2011,GERMAN HERNANDO MARTINEZ RAMIREZ,SADE-0000833,3400000,2011-12-15
1000000834,076-2017-000834,BGC834,2017,BEATRIZ ANA SANCHEZ MONTOYA,SADE-0000834,13500000,2017-10-06
1000000835,076-2013-000835,BGD835,2013,ALEXANDRA ALVARO RUIZ JIMENEZ,SADE-0000835,9000000,2013-10-28
1000000836,076-2017-000836,BGE836,2017,CLAUDIA HERNANDO MORALES SUAREZ,SADE-0000836,1800000,2017-07-10
1000000837,076-2011-000837,BGF837,2011,JULIAN OSCAR SUAREZ MARTINEZ,SADE-0000837,3800000,2011-04-01
1000000838,076-2016-000838,BGG838,2016,WILLIAM JUAN BELTRAN GAVIRIA,SADE-0000838,13200000,2016-09-26
1000000839,076-2007-000839,BGH839,2007,ALEJANDRO FELIPE ACOSTA PENA,SADE-0000839,12600000,2007-08-14
1000000840,076-2014-000840,BGI840,2014,ANA ALEJANDRO REYES GOMEZ,SADE-0000840,6700000,2014-09-09
1000000841,076-2016-000841,BGJ841,2016,ALEXANDRA MONICA DIAZ SUAREZ,SADE-0000841,4200000,2016-01-21
1000000842,076-2012-000842,BGK842,2012,CARLOS CLAUDIA RUIZ CASTILLO,SADE-0000842,8100000,2012-06-03
1000000843,076-2007-000843,BGL843,2007,PEDRO CAMILO SUAREZ JIMENEZ,SADE-0000843,7700000,2007-10-22
1000000844,076-2018-000844,BGM844,2018,ALEJANDRO FERNANDO MORENO SUAREZ,SADE-0000844,12100000,2018-12-19
1000000845,076-2012-000845,BGN845,2012,CARLOS ANA CARDENAS GUTIERREZ,SADE-0000845,9900000,2012-07-27
1000000846,076-2008-000846,BGO846,2008,DIANA ALEXANDRA TORRES MEDINA,SADE-0000846,12500000,2008-03-04
1000000847,076-2018-000847,BGP847,2018,YOLANDA NUBIA SANCHEZ QUINTERO,SADE-0000847,13900000,2018-04-23
1000000848,076-2010-000848,BGQ848,2010,CATALINA LUISA HERRERA CASTILLO,SADE-0000848,14000000,2010-02-16
1000000849,076-2018-000849,BGR849,2018,ALEJANDRO OSCAR BERMUDEZ REYES,SADE-0000849,8600000,2018-05-17
1000000850,076-2016-000850,BGS850,2016,CATALINA RODRIGO CASTRO AGUILAR,SADE-0000850,14900000,2016-08-17
1000000851,076-2018-000851,BGT851,2018,FELIPE FELIPE SUAREZ AGUILAR,SADE-0000851,6400000,2018-12-10
1000000852,076-2010-000852,BGU852,2010,JUAN SANDRA LOPEZ BELTRAN,SADE-0000852,3500000,2010-12-28
1000000853,076-2010-000853,BGV853,2010,CATALINA CAMILO QUINTERO RUIZ,SADE-0000853,9000000,2010-06-18
1000000854,076-2019-000854,BGW854,2019,MONICA JUAN VARGAS MEDINA,SADE-0000854,7000000,2019-02-10
1000000855,076-2011-000855,BGX855,2011,VALENTINA ALEXANDRA GUTIERREZ GOMEZ,SADE-0000855,3400000,2011-11-11
1000000856,076-2012-000856,BGY856,2012,PAOLA FERNANDO AGUILAR LOPEZ,SADE-0000856,4900000,2012-04-11
1000000857,076-2020-000857,BGZ857,2020,NUBIA ANDRES CUELLAR RUIZ,SADE-0000857,3900000,2020-08-05
1000000858,076-2017-000858,BHA858,2017,SOFIA ESPERANZA CORREA BELTRAN,SADE-0000858,11000000,2017-12-02
1000000859,076-2020-000859,BHB859,2020,MAURICIO ADRIANA CASTILLO GUTIERREZ,SADE-0000859,14700000,2020-09-01
1000000860,076-2010-000860,BHC860,2010,FERNANDO NUBIA PALACIOS TORRES,SADE-0000860,4300000,2010-05-27
1000000861,076-2007-000861,BHD861,2007,NUBIA ALVARO ROMERO JIMENEZ,SADE-0000861,10400000,2007-03-20
1000000862,076-2008-000862,BHE862,2008,ADRIANA GERMAN RUIZ NAVARRO,SADE-0000862,11000000,2008-02-16
1000000863,076-2021-000863,BHF863,2021,LILIANA BEATRIZ PRADA CARDENAS,SADE-0000863,6000000,2021-09-10
1000000864,076-2009-000864,BHG864,2009,SANDRA BEATRIZ RUIZ VARGAS,SADE-0000864,2800000,2009-08-17
1000000865,076-2007-000865,BHH865,2007,ANDRES VALENTINA MORALES VARGAS,SADE-0000865,9200000,2007-08-24
1000000866,076-2020-000866,BHI866,2020,MAURICIO ADRIANA GUTIERREZ MORALES,SADE-0000866,3000000,2020-09-22
1000000867,076-2009-000867,BHJ867,2009,MONICA CARLOS BELTRAN MONTOYA,SADE-0000867,13800000,2009-02-01
1000000868,076-2011-000868,BHK868,2011,CARLOS ALEJANDRO RAMIREZ CORREA,SADE-0000868,12400000,2011-01-04
1000000869,076-2015-000869,BHL869,2015,ADRIANA MARIA CASTILLO CARDENAS,SADE-0000869,5800000,2015-06-07
1000000870,076-2010-000870,BHM870,2010,OSCAR YOLANDA ROMERO GUTIERREZ,SADE-0000870,11700000,2010-11-04
1000000871,076-2011-000871,BHN871,2011,CLAUDIA HERNANDO NAVARRO MARTINEZ,SADE-0000871,800000,2011-10-18
1000000872,076-2015-000872,BHO872,2015,PEDRO MONICA ROMERO PALACIOS,SADE-0000872,14500000,2015-06-09
1000000873,076-2009-000873,BHP873,2009,OSCAR FERNANDO ACOSTA JIMENEZ,SADE-0000873,2300000,2009-05-20
1000000874,076-2021-000874,BHQ874,2021,NUBIA ESPERANZA PRADA DIAZ,SADE-0000874,3800000,2021-01-16
1000000875,076-2021-000875,BHR875,2021,LUISA PEDRO MONTOYA DIAZ,SADE-0000875,2700000,2021-07-13
1000000876,076-2009-000876,BHS876,2009,ALEJANDRO PATRICIA PRADA AGUILAR,SADE-0000876,9600000,2009-05-11
1000000877,076-2020-000877,BHT877,2020,RICARDO ESPERANZA RAMIREZ BELTRAN,SADE-0000877,3800000,2020-02-27
1000000878,076-2019-000878,BHU878,2019,SOFIA PEDRO BELTRAN CARDENAS,SADE-0000878,12400000,2019-08-08
1000000879,076-2010-000879,BHV879,2010,CLAUDIA CATALINA ORTIZ SALAZAR,SADE-0000879,10500000,2010-03-23
1000000880,076-2021-000880,BHW880,2021,NUBIA GERMAN BELTRAN GAVIRIA,SADE-0000880,1200000,2021-02-16
1000000881,076-2008-000881,BHX881,2008,RODRIGO ANDRES BELTRAN JIMENEZ,SADE-0000881,7700000,2008-06-20
1000000882,076-2016-000882,BHY882,2016,DIEGO VALENTINA HERRERA RESTREPO,SADE-0000882,3200000,2016-06-18
